tid,rid,words,meaning,clarity,consistency,correlation,npmi,npmi_diff,npmi_normalized,#words,#articles,FreqRefinements,FreqAddWords,FreqRemoveWords,FreqRemoveArticles,FreqMergeWords,FreqSplitTheme,FreqChangeWordOrder,Duration,userID
25,7,"killed american government iraq military officials hussein shiite army soldiers forces iraqis people war war groups[sunni, troops] amputation","middle east, war, soilders",4,3,4,0.02,-0.06,0.022222222222222223,19,39,9,1,2,1,1,2,2,168,X8SMP913
25,8,american iraqi government iraq military officials hussein baghdad shiite army soldiers killed forces troops sunni war,Iraq war and the iraqi terrorists,4,4,4,0.1,0.020000000000000004,0.125,16,40,4,0,4,0,0,0,0,108,N14RSUIB
26,original,women children church child mother father marriage abortion parents king york sex baby family gay married daughter men pastor woman south husband mrs st shawn west girls boys manhattan son god catholic club heart play born group churches rev,,2.5555555555555554,2.5555555555555554,2.6666666666666665,0.11,0,0.11,20,40,0
26,0,"women children church child mother father marriage abortion parents sex baby family gay married daughter men woman names city[new, york]",Life in general,4,4,4,0.03,-0.08,0.028571428571428567,21,38,7,2,2,2,1,0,0,62,SNAB9B4T
26,1,tournament bridge card game winner deal diagramed deal prizes Poker,The themes are all over the place,5,4,4,0.07,-0.039999999999999994,0.15555555555555559,10,12,56,8,20,28,0,0,0,380,B8W6KR68
26,2,marriage married wedding Bride  Groom Bridegroom daughter father couple ceremony mother church pastor parents family,"This theme looks to be about marriage, life and families.",5,4,5,0.12,0.009999999999999995,0.15999999999999998,15,30,77,23,12,10,0,16,16,655,QAMW4L9I
26,3,"family women men children parents mother father baby child daughter son legal partnerships[marriage, married, gay]",people and relationships,4,4,4,0.09,-0.020000000000000004,0.11249999999999999,16,24,43,3,7,20,1,2,10,1010,YV5HNNU4
26,4,"women children child Church[church, pastor] Marriages[Marriages, daughter[mother, father, parents, family, marriage, married],mother, father, parents, family, marriage, married]",They seem mostly about marriages.,4,4,4,0.13,0.020000000000000004,0.2,21,40,12,0,8,0,3,0,1,274,OHVVSQRB
26,5,marriage women family children church child mother father abortion parents king york sex baby gay married daughter men pastor woman,A list of names and family related subjects,3,4,3,0.08,-0.03,0.08,20,38,5,1,0,2,0,0,2,124,EKU02HLJ
26,6,"marriage married family women church children king york sex men pastor woman parents[mother, father, parents] Lifestyle Love",Marriage announcements and newspaper articles.,4,4,4,0.05,-0.06,0.05882352941176471,18,35,16,2,2,5,2,0,5,164,1W4XOSZH
26,7,"church marriage parents king york sex gay married pastor woman wedding family[men, women, child, daughter]",weddings and family,3,3,4,0.08,-0.03,0.1,16,38,7,1,2,2,2,0,0,130,SYV4OTLW
26,8,"Cards[spades, clubs, diamonds, hearts, no-trump, trump, king] Marriages[church, marriage, married] mother father parents york sex baby family gay daughter men pastor woman",Seems like local news and editorials.,2,2,4,0.02,-0.09,0.016666666666666666,25,40,67,17,26,7,7,2,8,1241,CT213KI2
27,original,health drug research medical patients study disease people cancer drugs care researchers food hospital brain doctors test risk percent found scientists heart human studies science medicine treatment university weight tests blood products patient testing skin women children diet smoking,,4.1111111111111107,3.7777777777777777,3.7777777777777777,0.16,0,0.16,20,40,0
27,0,"study medical health care patients people disease cancer hospital doctors test found medicine [drugs, drug] preventive ",Preventing disease and staying healthy ,4,4,4,0.17,0.010000000000000009,0.21250000000000002,16,36,16,1,4,4,1,2,4,155,9S0WB9E7
27,1,health drug study disease patients researchers people risk medical cancer test research percent found diet,It is about current treatments for and research of diseases.,4,4,4,0.14,-0.01999999999999999,0.18666666666666668,15,34,26,2,7,6,0,0,11,246,SHHV2EIX
27,2,"health research[medical, study] researchers drug patients disease people cancer drugs care food hospital brain doctors test risk",Oral Medications and Vitamins and there impact on health.,4,4,4,0.14,-0.01999999999999999,0.15555555555555559,18,33,15,0,3,9,1,0,2,168,DZP6GUAO
27,3,health medical drug patients risk people research study cancer disease drugs care researchers doctors test percent found,general health and medical news,4,4,4,0.15,-0.010000000000000009,0.17647058823529413,17,40,9,0,3,0,0,0,6,240,92K0RMCX
27,4,health medical study drug research patients disease cancer drugs researchers food hospital brain doctors risk,These articles are related to the health and medicine industry.,5,5,5,0.18,0.01999999999999999,0.24,15,40,9,0,7,0,0,0,2,215,K2Y0DD7M
27,5,"health research[research, researchers, study, risk] drug medical disease people patients drugs cancer food care brain doctors test hospital found","The healthcare industry and its various subgroups, such as people and their healthcare providers.",5,4,5,0.13,-0.03,0.1368421052631579,20,40,12,0,3,0,2,0,7,275,WZD61DJI
27,6,health drug research medical patients study disease people cancer drugs care researchers food hospital brain doctors test risk percent found,How to improve health,4,4,4,0.13,-0.03,0.13,20,32,13,0,1,12,0,0,0,167,TKD9XO2E
27,7,health drug research medical patients study disease people cancer drugs researchers risk,This theme concerns health-related research. ,4,4,4,0.16,0.0,0.26666666666666666,12,40,8,0,8,0,0,0,0,58,J6BMHIN8
27,8,health drug research researchers hospital medical patients doctors study disease cancer drugs care food brain test risk patient medication,health and life style articles.,4,4,4,0.2,0.04000000000000001,0.21052631578947367,19,38,10,2,3,2,0,0,3,126,0OW54C8Y
28,original,black design store white blue made fashion red high green light designer hair line glass stores women small space club style wall set clothing company floor shop color beauty buy back business dark bar metal opened table shopping pair,,2.7777777777777777,3.0,3.3333333333333335,0.11,0,0.11,20,40,0
28,0,black design store made red light designer line glass stores small space interior,Home Interior Design,4,4,4,0.08,-0.03,0.12307692307692308,13,21,30,1,8,21,0,0,0,327,OUF0TYWB
28,1,design fashion style store designer line stores hair coat glass furnishings interior home,News about fashion and home design products.,5,5,5,0.12,0.009999999999999995,0.18461538461538463,13,40,42,14,16,0,0,7,5,653,6FZ6SUI3
28,2,women design designer store stores high fashion line black white blue red green,The theme words seem to be about colors of fashion.,4,4,4,0.09,-0.020000000000000004,0.13846153846153847,13,27,35,0,0,15,0,7,13,143,L7TSKSFA
28,3,"store stores sales fashion women small designer design genre [green, red, blue, black, white]",store designer fashion,5,5,5,0.06,-0.05,0.08571428571428572,14,26,51,5,5,14,1,14,12,591,KV3J4I3O
28,4,"fashion hair color[black, white, blue, red, green] shopping[store, stores, designer] design [design, glass, space]",Design and fashion.,4,4,5,0.09,-0.020000000000000004,0.12,16,39,15,0,7,5,3,0,0,256,4VWEPI53
28,5,design fashion store designer women stores white blue black made red high green light hair line glass small space grooming club,"The articles consist of fashion trends, design aesthetics, and hair colors.",4,4,4,0.04,-0.07,0.03809523809523809,21,37,15,1,0,5,0,0,9,160,P4SSXSY8
28,6,fashion shopping money store stores design designer hair women,"Some of the articles are about shopping, and a few are about fashion.",4,4,5,0.09,-0.020000000000000004,0.2,9,40,24,3,14,0,0,0,7,102,6OLOM86L
28,7,"design store made fashion high shopping light designer hair line glass women small space Colors[black, white, blue, red, green]",Fashion and design are important in shopping.,4,4,4,0.06,-0.05,0.06,20,40,5,1,2,0,1,0,1,111,RNV3C50J
28,8,"design store fashion high light designer hair line glass stores women Colors[black, white, blue, green, red]",These news articles look like they are about home/interior design.,4,4,4,0.11,0.0,0.12941176470588237,17,38,8,0,4,2,1,0,1,128,3Q4HD829
29,original,china united government world states country minister political countries international israeli chinese israel european palestinian russia president foreign nations party europe prime state american arab trade india power peace lebanon officials leaders union group hong africa kong hamas france,,3.3333333333333335,3.6666666666666665,3.8888888888888888,0.05,0,0.05,20,40,0
29,0,"international world politics foreign nations[foreign, nations] government europe middle east asia china israel russia united states[united, states] palestine",This theme is about international politics and world events.,5,5,5,0.04,-0.010000000000000002,0.05,20,37,31,5,10,3,2,0,11,205,HJ8RF4SW
29,1,"china government israeli chinese israel european palestinian russia party nations politicians[minister, president]",They are about world events.,4,4,4,0.05,0.0,0.07692307692307693,13,40,16,0,10,0,3,3,0,743,ZR8CW6PP
29,2,"international political united nations[united, nations] foreign relations country china government world states minister countries israeli chinese israel european palestinian russia America","International Relations, events, and other international subjects.",5,5,5,0.06,0.009999999999999995,0.06,22,40,11,2,2,0,1,0,6,161,GRMIOJ3I
29,3,"minister political united government world states international israeli chinese israel european palestinian president foreign nations briefing countries[china, russia]",Foriegn news and policies,5,5,5,0.05,0.0,0.05263157894736842,19,39,12,3,3,1,2,0,3,357,L17ON3TB
29,4,"united government minister political international russia president nations party Operation Interaction Places [china, world, israel, european, israeli, chinese, palestinian, foreign, countries, country]",Governmental issues and its organization ,3,3,3,0.04,-0.010000000000000002,0.03636363636363636,22,37,8,2,1,3,1,1,0,179,0SLFE3IH
29,5,international nations world china european government russia minister countries chinese president foreign africa,These articles are about international affairs.,3,4,3,0.05,0.0,0.07692307692307693,13,40,15,1,5,0,0,3,6,137,05LH193D
29,6,"politics[politics, political] international world government foreign economy[economic, economy] china middle east chinese european eastern europe russia president party leaders negotiation prime minister[prime minister, minister] relations war united states[united, states] nation[country, nations[country, countries],country, countries] israel[israeli, israel] palestine[palestinian, palestine]",World/international politics,5,5,5,0.04,-0.010000000000000002,0.023529411764705882,46,40,31,11,0,0,10,0,10,370,FMVFRPWV
29,7,"countries[china, israeli, chinese, israel, european, palestinian, russia, united states] government minister political international president foreign nations party",These articles are about conflicts between countries and cultures.,5,5,5,0.06,0.009999999999999995,0.06666666666666667,18,40,11,1,6,2,1,0,1,186,E6NQ46WD
29,8,"international political government china united world minister israeli chinese israel european palestinian russia president foreign party Nations[nations, states, country, countries]",international political activity,5,5,5,0.07,0.020000000000000004,0.07,21,40,11,0,0,0,3,0,8,177,MBTT8UM5
30,original,jewish israel jews anti war carter church earth years secret history world holocaust foxman university century soviet space god communist rome poland castro german ii book christian fugees jerusalem past science polish religious mufleh jesus pope kollek ancient ireland,,2.3333333333333335,2.4444444444444446,3.1111111111111112,0.03,0,0.03,20,40,0
30,0,police Poland war church secret history world century soviet god communist,The articles are about Poland and anti-semitism during the cold war.,4,4,4,0.03,0.0,0.05454545454545454,11,8,47,2,11,32,0,0,2,230,YQBTVRYR
30,1,space earth years history world university,religion and communism and space and science and racism and also dancing with the stars for some reason.,4,4,4,0.01,-0.019999999999999997,0.03333333333333333,6,8,53,0,14,38,0,0,1,224,GNZ5T0UE
30,2,"god church jews jewish years holocaust israel soviet world history[world, history] anti communist[anti, communist] secret war[secret, war]",These articles deal with religion.,3,4,4,0.05,0.020000000000000004,0.07142857142857144,20,28,28,0,4,12,3,2,7,244,911B0Q0C
30,3,"church history war israel holocaust soviet god communist Judiaism[jewish, jews]",These articles seem to be about people of Jewish faith as well as the cold war era.,4,5,4,0.05,0.020000000000000004,0.09090909090909091,11,26,28,0,10,14,1,0,3,214,C9A3ZNG5
30,4,jewish jews israel history war holocaust soviet anti church god communist,This theme is about conflicts throughout the history of the Jewish religion.,5,4,5,0.07,0.04000000000000001,0.1272727272727273,11,26,43,0,9,26,0,1,7,224,JW00TQV4
30,5,space earth god world church years secret history century war communist holocaust jewish jews foxman,"The articles talk about space, the church and historical events.",4,3,2,0.03,0.0,0.039999999999999994,15,32,30,0,5,12,3,0,10,429,OYRSMH35
30,6,jewish israel jews anti war carter church earth years secret history world holocaust century soviet god communist,Religious information and articles,4,4,4,0.01,-0.019999999999999997,0.011764705882352941,17,36,13,0,3,9,0,1,0,282,KL7BG5QY
30,7,"jewish war israel jews carter church university soviet space god communist history[history, world, earth, years, holocaust]",Religion and war. ,5,5,4,0.0,-0.03,0.0,17,39,7,0,4,1,1,0,1,95,SZUZJ6F0
30,8,"Religion[church, jewish, jews, god] israel carter earth secret history world holocaust foxman century soviet communist",I think they are about Jewish history after the Holocaust.,4,4,4,0.05,0.020000000000000004,0.0625,16,34,18,2,5,6,1,2,2,264,VVAF6X5G
